ColNum,state,year,unemp,income,emppop,drinkage,youngdrivers,miles,fatal,nfatal,fatal1517,nfatal1517,fatal1820,nfatal1820,afatal,pop,pop1517,pop1820,milestot
12,az,1986,6.90000009536743,14107.3271484375,60.2801818847656,21,0.17153899371624,8129.0078125,1007,173,72,19,104,30,242.826995849609,3278998,148000.140625,161000,26655
13,az,1987,6.19999980926514,14241,60.2150573730469,21,0.168724000453949,9370.654296875,937,172,50,16,99,25,241.779998779297,3385996.25,149000.21875,162000.296875,31729
14,az,1988,6.30000019073486,14408.0849609375,60.4976654052734,21,0.16100500524044,9815.720703125,944,136,54,14,100,14,238.233993530273,3488995,147999.9375,157000.65625,34247
15,ar,1982,9.80000019073486,10267.302734375,54.4758567810059,21,0.20490300655365,7208.50048828125,550,102,36,5,62,24,271.459014892578,2306998.5,121999.9921875,121269.5,16630
16,ar,1983,10.1000003814697,10433.486328125,53.8147926330566,21,0.194168999791145,7175.9169921875,557,88,35,2,65,19,247.856994628906,2324999,118000.0703125,120698.1015625,16684
17,ar,1984,8.89999961853027,10916.4833984375,54.6712799072266,21,0.186379998922348,7084.81982421875,525,81,34,2,72,24,182.707000732422,2346001.75,115000.0703125,120129.390625,16621
18,ar,1985,8.69999980926514,11149.3642578125,54.9771194458008,21,0.189291998744011,7253.91796875,534,73,45,7,56,13,198.154006958008,2359001,113000.0234375,119563.3671875,17112
19,ar,1986,8.69999980926514,11399.380859375,55.5618629455566,21,0.161956995725632,7468.9990234375,603,108,48,7,66,22,237.516998291016,2371000.5,115000.078125,119000,17709
20,ar,1987,8.10000038146973,11537,56.3308944702148,21,0.164131999015808,7665.83056640625,639,110,58,15,72,19,221.904998779297,2387999.5,115999.9921875,117000.875,18306
21,ar,1988,7.69999980926514,11760.3466796875,57.3669509887695,21,0.167540997266769,8024.62548828125,610,86,41,6,61,16,208.850006103516,2395002.75,114000.03125,109999.1015625,19219
22,ca,1982,9.89999961853027,15797.1357421875,59.5159301757812,21,0.190195992588997,6858.6767578125,4615,944,241,61,567,161,1379.13000488281,24785976,1157001.75,1321004.375,169999
23,ca,1983,9.69999980926514,15970.18359375,59.2523345947266,21,0.183568999171257,7216.29150390625,4573,856,232,39,513,141,1251.59997558594,25311062,1126000.5,1309863.125,182652
24,ca,1984,7.80000019073486,16590.109375,60.6982574462891,21,0.174131006002426,7619.17578125,5020,957,267,68,593,177,1421.81994628906,25795048,1104999.875,1298815.875,196537
25,ca,1985,7.19999980926514,16985.169921875,61.3317070007324,21,0.167896002531052,7874.06689453125,4960,887,302,65,545,139,1243.92004394531,26365028,1106000.25,1287861.75,207600
26,ca,1986,6.69999980926514,17356.037109375,62.0084686279297,21,0.164370998740196,8034.91015625,5253,880,318,62,571,141,1309.91003417969,27001048,1172000.25,1277000,216951
27,ca,1987,5.80000019073486,17846,63.0742950439453,21,0.160681992769241,8180.63330078125,5504,944,302,50,601,137,1431.56994628906,27663018,1163001.25,1268012.75,226301
28,ca,1988,5.30000019073486,18049.0859375,63.7836570739746,21,0.148683995008469,8531.990234375,5390,936,246,48,583,144,1246.7099609375,28314028,1126998,1227988.875,241575.015625
29,co,1982,7.69999980926514,15082.3388671875,64.9667358398438,21,0.229148000478745,7742.841796875,668,140,27,5,91,36,219.75,3071998.75,143000.140625,169956.84375,23786
30,co,1983,6.59999990463257,15131.880859375,67.3002166748047,21,0.207657992839813,7656.06298828125,646,146,44,12,68,20,217.350006103516,3149007.5,139999.875,167671.96875,24109
31,co,1984,5.59999990463257,15486.8134765625,68.6624221801758,21,0.192155003547668,7707.8525390625,608,104,53,14,71,14,202.940002441406,3189993.5,137000.109375,165417.8125,24588
32,co,1985,5.90000009536743,15569.9150390625,67.8541488647461,21,0.192028000950813,8092.20947265625,579,96,35,7,58,16,186.729995727539,3231008.75,137000.234375,163193.953125,26146
33,co,1986,7.40000009536743,15616.0986328125,64.9834442138672,21,0.192100003361702,8131.37451171875,603,116,50,9,76,18,175.369995117188,3265991.5,147000.015625,161000,26557
34,co,1987,7.69999980926514,15605,64.2182998657227,21,0.192999005317688,8182.02783203125,591,90,42,7,54,16,140.259994506836,3296004.5,143999.828125,156999.5625,26968
35,co,1988,6.40000009536743,15845.04296875,65.3044509887695,21,0.180260002613068,8380.7685546875,497,93,33,6,44,16,132.949996948242,3301009.75,136000.03125,149001.015625,27664.998046875
36,ct,1982,6.90000009536743,17255.369140625,61.729419708252,18.5,0.192840993404388,6440.0537109375,515,158,39,8,86,35,195.110000610352,3126992.5,169999.828125,162300.140625,20138
37,ct,1983,6,17744.265625,62.2944068908691,19.25,0.189349994063377,6570.04296875,438,118,29,11,61,28,171.220001220703,3140010,164000.25,160443.484375,20630
38,ct,1984,4.59999990463257,18760.439453125,65.0346832275391,20,0.181857004761696,6680.19287109375,469,126,32,6,65,25,171.699996948242,3154998.75,158999.890625,158608.078125,21076
39,ct,1985,4.90000009536743,19312.5,65.9109268188477,20.3299999237061,0.178947001695633,6979.21484375,448,103,35,1,53,15,150.75,3173996,155000.3125,156793.65625,22152
40,ct,1986,3.79999995231628,20152.734375,67.2427673339844,21,0.171669006347656,7661.74462890625,450,114,37,11,56,14,145.75,3193006.5,152000.03125,155000,24464
41,ct,1987,3.29999995231628,21192,67.6376724243164,21,0.166008993983269,8338.5341796875,449,102,31,3,42,11,165.509994506836,3210996,145999.84375,150000,26775
42,ct,1988,3,22193.455078125,67.06396484375,21,0.157067999243736,8061.2353515625,484,93,40,7,57,17,135.419998168945,3233003.25,135999.828125,143000.5,26062
43,de,1982,8.5,14263.7236328125,60.3104248046875,20,0.205542996525764,7651.65380859375,122,34,5,2,24,9,45.6500015258789,600001,31000.0625,36772.8984375,4591
44,de,1983,8.10000038146973,14500,59.8684196472168,20,0.199483007192612,8062.69970703125,110,26,8,2,9,3,33,606000.5,29999.962890625,36059.1640625,4886
45,de,1984,6.19999980926514,14925.2744140625,62.4190101623535,21,0.19318200647831,8368.0625,130,28,8,0,15,3,28.6800003051758,614001.125,29000.0078125,35359.27734375,5138
46,de,1985,5.30000019073486,15408.8984375,63.5593223571777,21,0.18334199488163,8625.4248046875,104,21,7,2,10,2,38.8800010681152,621998.375,27999.998046875,34672.9765625,5365
47,de,1986,4.30000019073486,15822.4970703125,64.5833282470703,21,0.177616998553276,9045.8173828125,136,33,10,5,18,6,45.5499992370605,632999.75,28999.96484375,34000,5726
48,de,1987,3.20000004768372,16407,65.5102005004883,21,0.169046998023987,9450.3076171875,146,27,9,3,9,1,41.8400001525879,644000.1875,28999.984375,33999.47265625,6086
49,de,1988,3.20000004768372,16998.07421875,67.5999984741211,21,0.158750995993614,9703.0205078125,160,32,9,1,19,2,42.8400001525879,660000.6875,27999.962890625,30000.15625,6404
50,fl,1982,8.19999980926514,13502.38671875,53.4878005981445,19,0.18147599697113,7587.1298828125,2653,587,148,35,259,86,810.760009765625,10478007,476999.28125,492108.40625,79498
51,fl,1983,8.60000038146973,13924.3115234375,53.7270774841309,19,0.177945002913475,7604.25439453125,2686,562,132,30,274,92,963.900024414062,10753980,467000.40625,497250.15625,81776
52,fl,1984,6.30000019073486,14307.6923828125,55.6210289001465,19,0.178719997406006,7735.3046875,2814,566,150,29,270,88,744.380004882812,11049985,459000.5625,502445.65625,85475
53,fl,1985,6,14760.5927734375,56.3685340881348,20,0.170072004199028,7747.31103515625,2832,490,146,24,239,79,690.200012207031,11366008,456999.78125,507695.375,88056
54,fl,1986,5.69999980926514,15102.1669921875,57.440544128418,21,0.162554994225502,7768.755859375,2830,530,173,39,263,92,806.840026855469,11694022,474999.375,513000,90848
55,fl,1987,5.30000019073486,15584,58.9433479309082,21,0.16125799715519,7788.33056640625,2839,493,166,32,227,75,778.969970703125,12022987,483000.40625,512994.34375,93639
56,fl,1988,5,15979.7880859375,59.7909317016602,21,0.157563000917435,8538.23046875,3078,573,184,42,278,73,794.75,12334992,477000.28125,492000.59375,105319.0078125
57,ga,1982,7.80000019073486,11774.462890625,60.0734405517578,19,0.21026399731636,8623.4443359375,1229,225,90,16,131,41,443.230010986328,5650990.5,303999.625,323855.625,48731.00390625
58,ga,1983,7.5,12237.3857421875,59.8554191589355,19,0.206981003284454,8518.58984375,1296,217,97,19,141,45,389.5,5732991,297000.3125,324141.34375,48837
59,ga,1984,6,12957.142578125,61.2119789123535,19,0.20533199608326,8641.9140625,1410,252,124,31,167,47,436.75,5841993,293000.125,324427.3125,50486
60,ga,1985,6.5,13364.4072265625,61.6513786315918,19.25,0.194928005337715,8988.107421875,1361,198,95,16,151,37,400.130004882812,5976008,294000.21875,324713.53125,53713
61,ga,1986,5.90000009536743,13891.640625,63.3033676147461,20.25,0.188868999481201,9344.767578125,1530,263,119,22,153,41,463.130004882812,6099991.5,310999.71875,325000,57003.00390625
62,ga,1987,5.5,14306,63.3208885192871,21,0.184329003095627,9690.28125,1599,264,113,13,134,29,470.429992675781,6222007.5,315000.125,324000.1875,60293.00390625
63,ga,1988,5.80000019073486,14687.19921875,64.063850402832,21,0.174882993102074,9817.3955078125,1653,272,125,15,171,49,484.880004882812,6342008,312000.03125,307001.8125,62262
64,id,1982,9.80000019073486,11078.7587890625,58.8235321044922,19,0.233786001801491,8033.751953125,256,47,29,4,38,10,76.7900009155273,977998.8125,47999.97265625,52247.95703125,7857
65,id,1983,9.80000019073486,11346.330078125,59.8550720214844,19,0.228551000356674,8387.6416015625,263,44,15,4,38,12,88.2799987792969,988001.25,46999.9921875,51676.6640625,8287
66,id,1984,7.19999980926514,11386.8134765625,61.3733901977539,19,0.218235999345779,7775.76806640625,242,34,24,2,26,8,79.6600036621094,999001,47000.02734375,51111.6171875,7768
67,id,1985,7.90000009536743,11459.74609375,61.285717010498,19,0.212605997920036,7671.6318359375,255,53,17,7,38,13,73.6500015258789,1005001.3125,47000.015625,50552.75390625,7710
68,id,1986,8.69999980926514,11541.7958984375,61.1032562255859,19,0.207312002778053,7899.20068359375,258,48,33,5,31,10,84.0199966430664,1002000.125,49000.03125,50000,7915
69,id,1987,8,11859,61.1814308166504,20.5,0.202262997627258,8135.2685546875,262,53,22,5,34,11,78.1800003051758,998000.25,48999.95703125,48000.2265625,8119
70,id,1988,5.80000019073486,12189.60546875,62.9009780883789,21,0.189994007349014,8102.68212890625,257,36,22,4,30,6,72.8000030517578,1003001.1875,48000.03515625,46999.83984375,8127
71,il,1982,11.3000001907349,14743.4365234375,58.0743179321289,21,0.209362000226974,5696.53466796875,1651,418,106,23,203,80,532.989990234375,11478031,583000.5625,618339,65385
72,il,1983,11.3999996185303,14745.4130859375,57.7456588745117,21,0.205004006624222,5862.8681640625,1526,362,96,18,187,64,501.100006103516,11490963,559998.625,605350.75,67370
73,il,1984,9.10000038146973,15390.1103515625,59.136287689209,21,0.195511996746063,6067.5283203125,1547,343,99,27,179,62,462.279998779297,11521990,541001.3125,592635.25,69910
74,il,1985,9,15602.75390625,59.7035636901855,21,0.192187994718552,6141.67626953125,1534,304,73,13,162,45,396.690002441406,11534962,529999.4375,580186.875,70844
75,il,1986,8.10000038146973,15988.6484375,60.3432426452637,21,0.185556992888451,6345.77734375,1596,354,108,20,178,64,475.670013427734,11550988,541000.875,568000,73300
76,il,1987,7.40000009536743,16417,60.9998893737793,21,0.182501003146172,6540.84619140625,1660,326,100,18,173,54,437.109985351562,11581988,531999.8125,552998.3125,75756
77,il,1988,6.80000019073486,16915.302734375,61.5970840454102,21,0.170911997556686,6757.61279296875,1837,364,110,23,210,68,506.850006103516,11614013,508001,517994.125,78483
78,in,1982,11.8999996185303,12282.81640625,56.422924041748,21,0.202989995479584,7149.91748046875,961,235,65,21,127,45,348.890014648438,5483000.5,284000.28125,310440.28125,39203
79,in,1983,11.1000003814697,12364.6787109375,56.4842224121094,21,0.18019799888134,7277.50634765625,1016,212,65,11,130,43,346.769989013672,5473990.5,271999.53125,303874.875,39837
80,in,1984,8.60000038146973,13008.791015625,58.7196464538574,21,0.103285998106003,7478.88720703125,925,191,83,20,102,32,351.450012207031,5491993.5,263999.9375,297448.28125,41074
81,in,1985,7.90000009536743,13161.0166015625,61.4369506835938,21,0.18511900305748,7416.2529296875,974,166,77,14,109,31,302.450012207031,5499003.5,259999.859375,291157.625,40782
82,in,1986,6.69999980926514,13582.04296875,62.4514579772949,21,0.120420001447201,7714.322265625,1038,192,83,15,119,34,290.309997558594,5503011,270000.375,285000,42452
83,in,1987,6.40000009536743,13937,61.9288139343262,21,0.097662001848221,7977.2158203125,1055,194,100,20,99,32,254.860000610352,5531002.5,270000.28125,278998.96875,44122
84,in,1988,5.30000019073486,14363.8115234375,63.4064903259277,21,0.073137000203133,9201.576171875,1101,202,90,19,132,36,322.399993896484,5556004.5,260999.6875,260001.171875,51124
85,ia,1982,8.5,12968.9736328125,60.0277900695801,19,0.216398999094963,6653.26318359375,480,87,52,6,59,19,219.279998779297,2906994.5,144000.046875,159388.625,19341
86,ia,1983,8.10000038146973,12573.39453125,60.444652557373,19,0.204322993755341,6770.3076171875,514,123,42,10,77,36,211.559997558594,2904004,137999.921875,155393.765625,19661
87,ia,1984,7,13203.296875,60.7407379150391,19,0.193046003580093,7060.63037109375,420,100,32,7,62,29,168.690002441406,2902998.5,132999.71875,151499.046875,20497
88,ia,1985,8,13351.6953125,60.4932556152344,19,0.184236004948616,7001.03759765625,474,85,37,6,71,21,182.751007080078,2884001,128999.8671875,147701.9375,20191
89,ia,1986,7,13812.177734375,62.523365020752,20,0.178267002105713,7192.990234375,441,93,49,5,65,25,146.97900390625,2849997,132000.046875,144000,20500
90,ia,1987,5.5,14284,64.0318069458008,21,0.172570005059242,7342.25732421875,491,91,42,6,55,16,186.089996337891,2834005.75,128000,138000.25,20808
91,ia,1988,4.5,14111.6455078125,66.6821746826172,21,0.15633000433445,7730.0634765625,557,106,40,8,63,22,182.050994873047,2834000,120000.1171875,125999.9921875,21907
92,ks,1982,6.30000019073486,14094.2724609375,62.7329177856445,21,0.213104993104935,7333.0693359375,498,88,30,7,56,18,288.304992675781,2407995.75,111000.1171875,134654.734375,17658
93,ks,1983,6.09999990463257,13917.431640625,62.4439468383789,21,0.204552993178368,7479.61083984375,411,76,30,3,59,28,185.429000854492,2426998,105999.9453125,131373.015625,18153
94,ks,1984,5.19999980926514,14308.791015625,63.1197738647461,21,0.195034995675087,7670.8876953125,510,96,32,6,60,22,208.669006347656,2440004.5,102000.15625,128171.28125,18717
95,ks,1985,5,14631.35546875,65.5518417358398,21,0.190181002020836,7867.33349609375,486,89,29,3,61,20,231.75,2450004.25,100999.8984375,125047.578125,19275
96,ks,1986,5.40000009536743,14977.2958984375,64.40771484375,21,0.183509007096291,8100.05322265625,500,110,38,7,63,30,216.014007568359,2458996.25,107000.0625,122000,19918
97,ks,1987,4.90000009536743,15152,65.7751083374023,21,0.179385006427765,8304.130859375,491,112,37,10,62,24,184.430999755859,2475996.5,104999.984375,118000.8359375,20560.998046875
98,ks,1988,4.80000019073486,15167.46875,66.1430130004883,21,0.170375004410744,8481.35546875,483,95,34,7,59,27,161.535003662109,2495002.25,102000.1015625,110000.7421875,21161.001953125
99,ky,1982,10.6000003814697,11071.5986328125,55.8398246765137,21,0.195235997438431,6937.4658203125,822,159,67,14,113,37,279.195007324219,3694000.25,193999.890625,208284.1875,25627
100,ky,1983,11.6999998092651,10913.9912109375,55.2205848693848,21,0.202714994549751,7194.142578125,778,148,73,14,92,35,262.608001708984,3713993.75,187000.15625,205142.796875,26719
101,ky,1984,9.30000019073486,11441.7578125,56.9022369384766,21,0.191641002893448,7513.703125,754,126,55,10,87,21,236.671997070312,3720003.25,181000.234375,202048.765625,27951
102,ky,1985,9.5,11405.720703125,55.8994903564453,21,0.202641993761063,7654.33544921875,712,117,61,16,84,18,203.75,3725993,176999.875,199001.40625,28520
103,ky,1986,9.30000019073486,11602.68359375,55.5797119140625,21,0.179629996418953,7859.62060546875,805,142,58,18,89,22,244.906005859375,3726006.75,182999.9375,196000,29285
104,ky,1987,8.80000019073486,12008,55.3873901367188,21,0.173934996128082,8135.244140625,844,121,80,10,87,17,255.850997924805,3726993.25,183000.1875,192002.109375,30320
105,ky,1988,7.90000009536743,12340.7119140625,56.579418182373,21,0.166122004389763,8482.435546875,838,107,77,9,93,20,224.850006103516,3726995.5,177000.109375,178000.65625,31614
106,la,1982,10.3000001907349,12213.603515625,53.747184753418,18,0.281495988368988,6137.798828125,1091,230,58,15,155,49,378.609008789062,4383004.5,239999.671875,251680.296875,26902
107,la,1983,11.8000001907349,11994.265625,53.3670539855957,18,0.243498995900154,6208.74169921875,933,168,66,13,117,31,362.470001220703,4440996.5,235000.046875,248966.65625,27573
108,la,1984,10,12017.58203125,54.8822593688965,18,0.281625002622604,7080.9384765625,961,222,70,19,119,53,407.527008056641,4460990.5,227000.015625,246282.265625,31588
109,la,1985,11.5,11972.4580078125,54.9546737670898,18,0.20286899805069,7445.87841796875,931,194,61,8,118,46,360.648986816406,4481002.5,221000.078125,243626.8125,33365
110,la,1986,13.1000003814697,11602.68359375,53.7123336791992,18,0.19608299434185,7108.68603515625,932,181,57,12,108,32,351.912994384766,4499003,221999.796875,241000,31982
111,la,1987,12,11515,53.64404296875,20.5,0.182695999741554,6859.20751953125,827,174,58,11,82,24,303.575012207031,4461011,214000.03125,230998.921875,30599
112,la,1988,10.8999996185303,11830.6064453125,53.8485832214355,21,0.170625001192093,7867.97705078125,925,208,57,12,108,39,313.572998046875,4407994.5,203999.828125,208998.5625,34682
113,me,1982,8.60000038146973,11442.720703125,55.9905128479004,20,0.18758299946785,6733.28564453125,166,30,11,2,26,6,75.2399978637695,1135998.125,60999.953125,62254.05859375,7649
114,me,1983,9,11795.87109375,57.259952545166,20,0.183961004018784,6920.51708984375,224,44,22,4,30,9,91.5950012207031,1145001.125,59000.0546875,61682.7265625,7924
115,me,1984,6.09999990463257,12271.4287109375,59.7687835693359,20,0.17951999604702,8083.908203125,232,47,15,2,39,12,71.8000030517578,1156000.25,57999.9296875,61116.63671875,9345
116,me,1985,5.40000009536743,12609.1103515625,59.7714309692383,20.5,0.174748003482819,7969.93408203125,206,39,18,4,31,4,58.5999984741211,1163999.625,55999.92578125,60555.7421875,9277
117,me,1986,5.30000019073486,13292.0537109375,60.1359024047852,21,0.169681996107101,8550.34765625,214,34,12,1,22,5,65.879997253418,1171999.125,55999.92578125,60000,10021
118,me,1987,4.40000009536743,13984,62.4721603393555,21,0.188786998391151,9069.9365234375,232,36,12,2,34,9,59.9300003051758,1186998.375,55999.92578125,59000.12109375,10766
119,me,1988,3.79999995231628,14538.9794921875,62.9102821350098,21,0.179826006293297,9461.3994140625,255,31,21,3,28,4,61.7700004577637,1205001.5,55000.0234375,55999.99609375,11401
120,md,1982,8.39999961853027,15198.0908203125,61.4502601623535,21,0.196279004216194,6768.09375,640,182,43,10,90,45,175.600006103516,4272990.5,236999.484375,234008.0625,28920
121,md,1983,6.90000009536743,15644.4951171875,63.1465492248535,21,0.204689994454384,7118.8251953125,656,167,47,11,69,32,177.330001831055,4300990.5,229999.796875,231722.796875,30618
122,md,1984,5.40000009536743,16313.1865234375,64.537712097168,21,0.212862998247147,7289.48828125,643,142,48,10,62,15,180.070007324219,4349002,222999.625,229459.84375,31702
123,md,1985,4.59999990463257,16921.609375,64.5509033203125,21,0.215296998620033,7590.40966796875,729,141,39,6,90,32,188.839996337891,4391989.5,216999.40625,227218.984375,33337
124,md,1986,4.5,17475.748046875,66.2441024780273,21,0.17603699862957,7826.70458984375,784,174,56,13,75,27,197.080001831055,4461009,210999.875,225000,34915
125,md,1987,4.19999980926514,18167,66.6956558227539,21,0.170368000864983,8046.97509765625,814,172,53,17,90,23,170.009994506836,4534996,206999.71875,221997.484375,36493
126,md,1988,4.5,18755.533203125,66.6856460571289,21,0.172347992658615,8112.94580078125,782,150,50,7,80,25,158.009994506836,4621995.5,197000.078125,214001.015625,37498
127,ma,1982,7.90000009536743,15215.990234375,62.0526657104492,20,0.190606996417046,6380.05078125,659,169,76,15,92,33,344.769989013672,5746976,289999.96875,332032.375,36666
128,ma,1983,6.90000009536743,15801.60546875,61.9856910705566,20,0.186082005500793,6510.73974609375,651,198,59,12,85,48,221.520004272461,5766011.5,281999.8125,325323.6875,37541
129,ma,1984,4.80000019073486,16735.1640625,64.3316345214844,20,0.179802000522614,6646.5908203125,666,181,58,13,101,43,210.570007324219,5798010,273999.78125,318750.5625,38537
130,ma,1985,3.90000009536743,17271.185546875,64.644905090332,20.5,0.173664003610611,6818.29638671875,742,176,64,10,103,35,188.429992675781,5821982,267000.40625,312310.21875,39696
131,ma,1986,3.79999995231628,18145.51171875,64.4532089233398,21,0.170999005436897,7027.96435546875,752,190,72,27,80,29,187.300003051758,5833979.5,265000.125,306000,41001
132,ma,1987,3.20000004768372,19050,65.1188125610352,21,0.162926003336906,7225.43603515625,689,163,67,14,94,36,176.039993286133,5855010,253999.546875,295997.75,42305
133,ma,1988,3.29999995231628,20034.6484375,66.1751937866211,21,0.155174002051353,7358.47265625,725,165,48,9,92,37,204.220001220703,5888994,236999.59375,273997.09375,43334
134,mi,1982,15.5,13247.0166015625,53.5386428833008,21,0.243817999958992,6712.7431640625,1392,392,89,24,178,84,496.140014648438,9116988,493999.84375,517776.75,61200
135,mi,1983,14.1999998092651,13606.6513671875,54.7484397888184,21,0.237243995070457,6721.328125,1314,345,110,17,163,75,492.709991455078,9054014,473999,505932.3125,60855
136,mi,1984,11.1999998092651,14317.58203125,57.2445526123047,21,0.243742004036903,7007.07080078125,1531,334,122,26,174,58,547.530029296875,9057993,460000.65625,494358.8125,63470
137,mi,1985,9.89999961853027,14830.5087890625,57.6979713439941,21,0.219419002532959,7416.576171875,1545,302,106,19,168,53,423.760009765625,9088021,455000.0625,483050.0625,67402
138,mi,1986,8.80000019073486,15278.6376953125,58.4074668884277,21,0.191911995410919,7829.5234375,1605,334,147,30,176,72,498.309997558594,9138998,467999.34375,472000,71554
139,mi,1987,8.19999980926514,15418,59.948055267334,21,0.186720997095108,8228.9150390625,1597,333,138,17,169,47,487.369995117188,9199998,461000.375,463001.03125,75706
140,mi,1988,7.59999990463257,15930.7021484375,60.2468414306641,21,0.175254002213478,8430.646484375,1704,359,115,17,176,62,551.130004882812,9239979,439999.375,442000.0625,77899
141,mn,1982,7.80000019073486,13781.623046875,65.0814361572266,19,0.199833005666733,7059.263671875,571,138,36,14,65,26,164.600006103516,4133009,213000.09375,231810.09375,29176
142,mn,1983,8.19999980926514,13840.5966796875,64.7649917602539,19,0.191820994019508,7494.07470703125,555,124,40,13,76,27,178.565002441406,4145008,203000.34375,226957.3125,31063
143,mn,1984,6.30000019073486,14734.06640625,67.1819610595703,19,0.178974002599716,7644.96630859375,582,108,48,10,93,27,208.156005859375,4163000.75,195999.96875,222206.109375,31826
144,mn,1985,6,14983.05078125,66.9762954711914,19,0.175171002745628,7795.873046875,608,128,45,9,74,29,160.485992431641,4192987.75,192999.6875,217554.359375,32688
145,mn,1986,5.30000019073486,15464.396484375,66.7615432739258,19.6700000762939,0.164709001779556,8053.17626953125,571,121,50,7,89,34,162.804992675781,4212996,196000.03125,213000,33928
146,mn,1987,5.40000009536743,15910,66.8855514526367,21,0.153882995247841,8282.359375,530,113,58,11,55,13,141.75,4246012.5,189000.1875,206000.21875,35167
147,mn,1988,4,16048.123046875,68.8984832763672,21,0.144433006644249,8462.2548828125,612,112,44,15,81,27,158.076995849609,4307008,180999.953125,192002.265625,36447
148,ms,1982,11,9553.69921875,52.2050743103027,21,0.208188995718956,6679.40087890625,730,134,46,11,81,24,276,2566996.75,144000.203125,150960.09375,17146
149,ms,1983,12.6000003814697,9513.76171875,50.8762283325195,21,0.207435995340347,6891.98828125,715,116,50,11,76,14,125.053001403809,2582999.25,139000.09375,149960.171875,17802
150,ms,1984,10.8000001907349,9792.3076171875,52.0652160644531,21,0.199328005313873,7098.5400390625,679,102,40,6,82,27,434,2597999,135999.828125,148966.890625,18442
151,ms,1985,10.3000001907349,9797.669921875,54.209114074707,21,0.193235993385315,7321.0966796875,662,102,37,6,72,17,379.894989013672,2612996.5,134000.1875,147980.171875,19130
152,ms,1986,11.6999998092651,9996.904296875,54.5746383666992,21,0.185524001717567,7489.32373046875,771,132,55,6,85,25,464.976989746094,2624002,140000.046875,147000,19652
153,ms,1987,10.1999998092651,10303,55.0879058837891,21,0.175625994801521,7684.9521484375,756,119,48,9,85,20,464.399993896484,2625000,138999.90625,143999.453125,20173
154,ms,1988,8.39999961853027,10698.7490234375,55.4612922668457,21,0.161035999655724,8413.373046875,722,106,45,7,72,11,450,2619995.5,135000.125,130999.59375,22043
155,mo,1982,9.19999980926514,12968.9736328125,56.5099945068359,21,0.207460999488831,7082.7587890625,890,220,79,22,120,43,337.4580078125,4942001,244999.984375,270439,35003
156,mo,1983,9.89999961853027,13186.9267578125,56.7060127258301,21,0.201180994510651,7363.07373046875,911,227,64,17,102,44,351.850006103516,4963009,235000.375,265442.46875,36543
157,mo,1984,7.19999980926514,13727.47265625,58.5995750427246,21,0.18723900616169,7705.44580078125,967,203,65,15,131,47,337.434997558594,5001008.5,226999.6875,260538.265625,38535
158,mo,1985,6.40000009536743,14033.8984375,61.0640525817871,21,0.184187993407249,7811.482421875,931,200,69,12,105,34,287.890991210938,5029007,223999.796875,255724.671875,39284
159,mo,1986,6.09999990463257,14368.4208984375,62.4542121887207,21,0.177047997713089,8161.9169921875,1129,237,97,24,138,57,351.653991699219,5064006.5,232000.25,251000,41332
160,mo,1987,6.30000019073486,14648,62.735969543457,21,0.163763999938965,8500.705078125,1044,209,94,16,98,23,324.7080078125,5102988.5,231000.234375,245000,43379
